,std1,std2,std3,comp1,comp2,comp3,mu1,mu3,mu2,seed,raw_mean,best_pred,best_sem
0,0.258142082640999,0.8863473762140646,0.3265525192344455,0.9188176700802849,0.5636080415254913,0.23504350829774603,11.928818334466179,10.0,3.333333333333333,10,0.741,0.7492216396343481,3.6879901659059675e-05
1,0.922085829912253,0.1,0.1930903879834301,0.5680445701363719,1.0,0.48092725292232935,3.333333333333333,10.0,16.666666666666668,11,0.747,0.7651185623135024,1.5116088917128759e-05
2,0.8564556415221686,0.35929921667604237,0.2835120527063797,0.32916477637508534,0.5198417287559737,0.5610119216570206,3.333333333333333,10.0,12.003830582627284,12,0.741,0.7480042714199142,1.4241380715428302e-05
3,0.8945078744386621,0.7472043465528341,0.6283724149606338,0.8798166980414445,0.29353547640768995,0.13111287966387267,16.666666666666668,10.0,3.333333333333333,13,0.736,0.7473556690122244,3.170107903725695e-05
4,0.9032097311384634,0.2919366163017433,1.0,0.7130745786779938,0.9742701021308122,0.6610786427757458,3.333333333333333,10.0,14.905456260462259,14,0.754,0.7528576908509886,5.253663124814355e-05
5,0.10955887113726129,0.701663246269507,0.5697347039854379,0.7942697898543158,0.3752727977563348,0.38445606471117266,16.666666666666668,10.0,3.333333333333333,15,0.763,0.7646448312415123,6.559130844237038e-06
6,0.766546257925148,0.8441157192993655,0.9970897059520547,1.0,0.3809878279144502,0.3557361844966273,14.759651495704663,10.0,3.333333333333333,16,0.742,0.746881801556877,4.2672292386340685e-05
7,0.9225843422222451,0.976023093208215,0.49456501023068855,0.36610138952871,1.0,0.4897743201384319,3.333333333333333,10.0,16.666666666666668,17,0.747,0.7463759814692933,3.336049313156222e-05
8,0.2680988271116117,0.7184979245893457,0.18954917580086478,0.43904889813828335,0.16090930606051077,0.1668040514529743,15.31281013514654,10.0,3.333333333333333,18,0.764,0.7580701691347944,9.867619179219008e-06
9,0.18277970921057204,0.6600147113664161,0.9307359279373846,0.6597577013321066,0.35161078335559315,0.6359878016501764,16.666666666666668,10.0,3.333333333333333,19,0.745,0.7556921141751932,1.931341297866881e-05
